0.478418,0.028576
0.478651,0.028488
0.478741,0.028454
0.478772,0.028443
0.478752,0.02845
0.478682,0.028476
0.478565,0.028521
0.4784,0.028583
0.478187,0.028664
0.477928,0.028763
0.477621,0.02888
0.477269,0.029016
0.476874,0.029169
0.476436,0.029341
0.475969,0.029524
0.475464,0.029725
0.474922,0.029943
0.474346,0.030177
0.473737,0.030426
0.473098,0.030691
0.472585,0.030906
0.472079,0.03112
0.471542,0.031349
0.470977,0.031593
0.470386,0.031851
0.469769,0.032123
0.469129,0.032408
0.468469,0.032707
0.467789,0.033018
0.467089,0.033342
0.466367,0.033681
0.465625,0.034035
0.464863,0.034403
0.464085,0.034785
0.463291,0.03518
0.462484,0.035588
0.461665,0.036009
0.461442,0.036442
0.461464,0.036886
0.461486,0.037341
0.461513,0.037889
0.461542,0.038464
0.461572,0.039047
0.461602,0.039638
0.461633,0.040235
0.461666,0.040839
0.461699,0.041449
0.461732,0.042065
0.461767,0.042686
0.461802,0.043313
0.461839,0.043945
0.461876,0.044582
0.461913,0.045224
0.461952,0.04587
0.461991,0.04652
0.462032,0.047174
0.462073,0.047832
0.462115,0.048493
0.462157,0.049158
0.462201,0.049826
0.462246,0.050486
0.462292,0.051146
0.462339,0.051808
0.462387,0.052474
0.462436,0.053143
0.462486,0.053814
0.462536,0.054488
0.462587,0.055165
0.462639,0.055844
0.462692,0.056525
0.462746,0.057208
0.4628,0.057893
0.462855,0.058581
0.462911,0.05927
0.462967,0.059961
0.463025,0.060653
0.463083,0.061348
0.463142,0.062044
0.463201,0.062741
0.463262,0.06344
0.463321,0.06412
0.463381,0.064797
0.463441,0.065475
0.463503,0.066155
0.463565,0.066836
0.463627,0.067519
0.463691,0.068204
0.463755,0.068889
0.46382,0.069576
0.463885,0.070264
0.463952,0.070954
0.464019,0.071644
0.464087,0.072336
0.464156,0.073029
0.464225,0.073722
0.464295,0.074417
0.464366,0.075113
0.464437,0.075809
0.46451,0.076506
0.464583,0.077205
0.464661,0.077947
0.464741,0.0787
0.464822,0.079453
0.464904,0.080206
0.464986,0.080959
0.46507,0.081713
0.465154,0.082466
0.465238,0.083219
0.465324,0.083972
0.46541,0.084726
0.465497,0.085479
0.465585,0.086232
0.465673,0.086985
0.465763,0.087738
0.465853,0.088491
0.465943,0.089243
0.466035,0.089996
0.466127,0.090748
0.46622,0.091501
0.466313,0.092253
0.466407,0.093002
0.466502,0.093751
0.466598,0.0945
0.466694,0.095249
0.466791,0.095998
0.466889,0.096746
0.466987,0.097495
0.467086,0.098243
0.467186,0.098991
0.467287,0.099739
0.467391,0.100487
0.467498,0.101235
0.467606,0.101983
0.467714,0.10273
0.467823,0.103478
0.467933,0.104225
0.468043,0.104972
0.468155,0.105719
0.468267,0.106467
0.468379,0.107214
0.468495,0.107977
0.468613,0.108743
0.468731,0.10951
0.468849,0.110276
0.468969,0.111042
0.469089,0.111808
0.469211,0.112574
0.469333,0.11334
0.469455,0.114106
0.469579,0.114872
0.469703,0.115637
0.469828,0.116402
0.469954,0.117168
0.47008,0.117933
0.470208,0.118698
0.470336,0.119463
0.470465,0.120228
0.470595,0.120993
0.470725,0.121758
0.470857,0.122523
0.470987,0.123281
0.471119,0.124037
0.471251,0.124793
0.471384,0.12555
0.471518,0.126306
0.471652,0.127062
0.471788,0.127818
0.471924,0.128574
0.472061,0.129331
0.472199,0.130087
0.472337,0.130842
0.472476,0.131595
0.472614,0.132344
0.472753,0.13309
0.472893,0.133834
0.473032,0.134575
0.473172,0.135315
0.473313,0.136053
0.473454,0.13679
0.473595,0.137526
0.473735,0.138247
0.473874,0.138964
0.474014,0.13968
0.474155,0.140396
0.474296,0.141111
0.474438,0.141827
0.474581,0.142541
0.474724,0.143256
0.474868,0.143971
0.475012,0.144685
0.475158,0.1454
0.475304,0.146114
0.47545,0.146828
0.475598,0.147542
0.475746,0.148256
0.475894,0.148969
0.476044,0.149683
0.476197,0.150396
0.476354,0.151109
0.476512,0.151822
0.476662,0.152501
0.476812,0.153171
0.476962,0.15384
0.477112,0.154509
0.477263,0.155178
0.477415,0.155847
0.477567,0.156515
0.477719,0.157183
0.477873,0.15785
0.478026,0.158517
0.47818,0.159183
0.478335,0.159849
0.47849,0.160514
0.478646,0.161179
0.478802,0.161843
0.478959,0.162506
0.479116,0.163169
0.479274,0.163831
0.479432,0.164492
0.47959,0.165153
0.479754,0.165832
0.47992,0.166516
0.480085,0.167199
0.480252,0.167881
0.480419,0.168563
0.480586,0.169243
0.480754,0.169923
0.480922,0.170602
0.481091,0.171281
0.48126,0.171958
0.48143,0.172635
0.4816,0.173311
0.481771,0.173987
0.481942,0.174661
0.482114,0.175335
0.482286,0.176008
0.482458,0.17668
0.482631,0.177352
0.482805,0.178023
0.482979,0.178693
0.483153,0.179363
0.483328,0.180032
0.483504,0.180701
0.48368,0.181369
0.483856,0.182037
0.484033,0.182704
0.484211,0.18337
0.484389,0.184036
0.484568,0.184701
0.484747,0.185366
0.484926,0.18603
0.485106,0.186694
0.485287,0.187358
0.485468,0.188021
0.48565,0.188684
0.485833,0.189347
0.486015,0.190009
0.486199,0.190671
0.486383,0.191333
0.486568,0.191994
0.486759,0.192678
0.486953,0.193368
0.487148,0.194057
0.487343,0.194747
0.487539,0.195436
0.487736,0.196126
0.487934,0.196816
0.488132,0.197505
0.488331,0.198195
0.488531,0.198885
0.488731,0.199576
0.488935,0.200266
0.489144,0.200956
0.489355,0.201647
0.489565,0.202338
0.489777,0.203029
0.489989,0.20372
0.490203,0.204411
0.490417,0.205102
0.490631,0.205793
0.490837,0.206452
0.49104,0.207103
0.491244,0.207754
0.491449,0.208405
0.491654,0.209056
0.49186,0.209707
0.492067,0.210357
0.492274,0.211008
0.492482,0.211658
0.49269,0.212308
0.492899,0.212959
0.493108,0.213608
0.493319,0.214258
0.493529,0.214907
0.493741,0.215556
0.493952,0.216205
0.494165,0.216854
0.494378,0.217502
0.494591,0.21815
0.494805,0.218797
0.495022,0.219452
0.495241,0.220109
0.49546,0.220765
0.495679,0.221421
0.495899,0.222076
0.496119,0.222731
0.49634,0.223385
0.496561,0.224038
0.496783,0.224691
0.497005,0.225343
0.497228,0.225994
0.497451,0.226645
0.497674,0.227294
0.497898,0.227943
0.498122,0.228592
0.498347,0.229239
0.498572,0.229886
0.498797,0.230532
0.499023,0.231176
0.499249,0.231821
0.49948,0.232477
0.499713,0.233136
0.499946,0.233794
0.500179,0.234451
0.500413,0.235108
0.500647,0.235763
0.500882,0.236418
0.501117,0.237072
0.501352,0.237725
0.501588,0.238377
0.501824,0.239028
0.50206,0.239678
0.502297,0.240328
0.502534,0.240977
0.502772,0.241625
0.50301,0.242273
0.503249,0.242919
0.503488,0.243565
0.503727,0.244211
0.503967,0.244856
0.504197,0.245473
0.504425,0.246082
0.504653,0.246691
0.504882,0.2473
0.505111,0.247909
0.505341,0.248517
0.505572,0.249124
0.505802,0.249732
0.506038,0.250339
0.506277,0.250946
0.506517,0.251552
0.506757,0.252158
0.506998,0.252764
0.50724,0.25337
0.507481,0.253976
0.507724,0.254581
0.507967,0.255186
0.50821,0.255791
0.508454,0.256396
0.508699,0.257
0.508949,0.257617
0.509201,0.258237
0.509453,0.258856
0.509706,0.259475
0.509959,0.260094
0.510213,0.260712
0.510468,0.26133
0.510723,0.261948
0.510978,0.262565
0.511234,0.263181
0.51149,0.263797
0.511746,0.264413
0.512004,0.265028
0.512261,0.265642
0.512519,0.266256
0.512777,0.266869
0.513036,0.267482
0.513294,0.268094
0.513554,0.268705
0.513813,0.269315
0.514082,0.269945
0.514352,0.270578
0.514624,0.271211
0.514895,0.271843
0.515167,0.272474
0.515439,0.273105
0.515712,0.273734
0.515984,0.274363
0.516257,0.274991
0.516531,0.275618
0.516805,0.276244
0.517079,0.276869
0.517353,0.277494
0.517627,0.278117
0.517902,0.27874
0.518178,0.279362
0.518453,0.279983
0.518729,0.280603
0.519005,0.281222
0.519281,0.281841
0.519561,0.282464
0.519842,0.283089
0.520122,0.283713
0.520404,0.284336
0.520685,0.284959
0.520967,0.285581
0.52125,0.286202
0.521533,0.286823
0.521816,0.287443
0.5221,0.288062
0.522384,0.288681
0.522668,0.289299
0.522953,0.289917
0.523238,0.290534
0.523524,0.29115
0.52381,0.291766
0.524097,0.292382
0.524384,0.292997
0.524672,0.293612
0.52496,0.294226
0.525238,0.294817
0.525514,0.295403
0.52579,0.295988
0.526067,0.296573
0.526344,0.297157
0.526621,0.29774
0.526899,0.298323
